NATUR'L OLEO             ;930 ML/L ÓLEO VEGETA;10534;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;18,72
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;8;VAREJO                                                      ;9,97
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;8;VAREJO                                                      ;8,7
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;8;ATACADO                                                     ;8,18
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;8;ATACADO                                                     ;8,49
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;8;VAREJO                                                      ;8,64
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;8;ATACADO                                                     ;8,47
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;8;VAREJO                                                      ;9,67
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;7,49
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;7,48
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;8;ATACADO                                                     ;7,86
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;8;VAREJO                                                      ;7,88
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;8,02
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;7,69
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;8;ATACADO                                                     ;8,83
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;8;VAREJO                                                      ;9,01
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;8;VAREJO                                                      ;8,04
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;8;ATACADO                                                     ;7,77
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;7,97
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;7,33
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;8;ATACADO                                                     ;7,76
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;7,93
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;8;VAREJO                                                      ;9,2
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;8;ATACADO                                                     ;8,92
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;8;VAREJO                                                      ;9,56
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;8;ATACADO                                                     ;9,55
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;8;ATACADO                                                     ;9,56
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;8;VAREJO                                                      ;11,61
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;8;ATACADO                                                     ;8,77
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;8;VAREJO                                                      ;8,89
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;8;VAREJO                                                      ;8,17
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;8;ATACADO                                                     ;7,87
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;8;VAREJO                                                      ;8,24
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;8;ATACADO                                                     ;7,81
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;8;VAREJO                                                      ;9,24
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;8;ATACADO                                                     ;8,85
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;8;ATACADO                                                     ;8,29
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;8;VAREJO                                                      ;8,4
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;8;ATACADO                                                     ;8,94
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;8;VAREJO                                                      ;9,31
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;8;VAREJO                                                      ;8,64
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;8;ATACADO                                                     ;7,98
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;8;ATACADO                                                     ;8,07
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;8;VAREJO                                                      ;8,02
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;8;ATACADO                                                     ;8,59
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;8;VAREJO                                                      ;9,01
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;8;VAREJO                                                      ;8,17
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;8;ATACADO                                                     ;8,12
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;8;VAREJO                                                      ;8,7
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;8;ATACADO                                                     ;8,5
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;9;VAREJO                                                      ;9,68
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;9;ATACADO                                                     ;9,02
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;9;ATACADO                                                     ;8,88
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;9;VAREJO                                                      ;9,66
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;9;VAREJO                                                      ;9,7
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;9;ATACADO                                                     ;9,44
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;9;ATACADO                                                     ;8,9
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;9;VAREJO                                                      ;8,94
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;9;ATACADO                                                     ;8,95
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;9;VAREJO                                                      ;9,6
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;9;VAREJO                                                      ;10,09
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;9;ATACADO                                                     ;9,17
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;8,1
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;8,64
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;9;ATACADO                                                     ;8,3
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;9;VAREJO                                                      ;9,21
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;8,31
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;8,64
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;9;VAREJO                                                      ;9,34
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;9;ATACADO                                                     ;9,3
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;9;VAREJO                                                      ;8,86
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;9;ATACADO                                                     ;8,07
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;7,79
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;8,47
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;8,74
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;9;ATACADO                                                     ;7,87
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;9;ATACADO                                                     ;9,29
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;9;VAREJO                                                      ;9,69
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;9;ATACADO                                                     ;9,64
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;9;VAREJO                                                      ;10,07
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;9;VAREJO                                                      ;10,13
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;9;ATACADO                                                     ;9,64
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;9;ATACADO                                                     ;9,32
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;9;VAREJO                                                      ;9,81
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;9;ATACADO                                                     ;7,96
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;9;VAREJO                                                      ;8,44
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;9;ATACADO                                                     ;8,28
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;9;VAREJO                                                      ;9,07
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;9;ATACADO                                                     ;9,33
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;9;VAREJO                                                      ;9,8
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;9;VAREJO                                                      ;9,27
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;9;ATACADO                                                     ;8,69
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;9;VAREJO                                                      ;9,43
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;9;ATACADO                                                     ;8,54
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;9;ATACADO                                                     ;8,6
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;9;VAREJO                                                      ;9,07
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;9;VAREJO                                                      ;9,11
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;9;ATACADO                                                     ;8,17
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;9;VAREJO                                                      ;9,4
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;9;ATACADO                                                     ;9,0
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;9;VAREJO                                                      ;8,74
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;9;ATACADO                                                     ;8,53
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;9;ATACADO                                                     ;9,28
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;9;VAREJO                                                      ;10,07
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;10;VAREJO                                                      ;10,09
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;10;ATACADO                                                     ;9,62
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,2
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;10;VAREJO                                                      ;10,16
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;10;VAREJO                                                      ;10,12
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;10;ATACADO                                                     ;10,27
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;10;ATACADO                                                     ;9,29
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;10;VAREJO                                                      ;9,08
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,28
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;10;VAREJO                                                      ;9,86
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,39
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;10;VAREJO                                                      ;10,21
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;8,86
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;8,54
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;10;ATACADO                                                     ;9,14
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;10;VAREJO                                                      ;9,81
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;8,75
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;8,9
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;10;VAREJO                                                      ;10,01
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,79
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;10;VAREJO                                                      ;9,71
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;10;ATACADO                                                     ;8,93
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;8,07
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;8,69
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;10;ATACADO                                                     ;8,66
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;9,19
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;10;VAREJO                                                      ;10,36
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;10;ATACADO                                                     ;9,85
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,88
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;10;VAREJO                                                      ;10,62
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;10;VAREJO                                                      ;10,63
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;10;ATACADO                                                     ;10,0
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;10;VAREJO                                                      ;10,09
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,79
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;10;ATACADO                                                     ;8,46
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;10;VAREJO                                                      ;8,72
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;10;VAREJO                                                      ;9,3
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;10;ATACADO                                                     ;8,69
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,66
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;10;VAREJO                                                      ;10,12
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;10;VAREJO                                                      ;9,71
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;10;ATACADO                                                     ;8,69
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;10;ATACADO                                                     ;8,1
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;10;VAREJO                                                      ;9,8
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;10;VAREJO                                                      ;9,58
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;10;ATACADO                                                     ;9,01
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;10;VAREJO                                                      ;9,49
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;10;ATACADO                                                     ;8,6
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;10;VAREJO                                                      ;9,87
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;10;ATACADO                                                     ;9,19
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;10;ATACADO                                                     ;9,28
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;10;VAREJO                                                      ;9,11
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;10;ATACADO                                                     ;9,04
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;10;VAREJO                                                      ;10,49
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;11;VAREJO                                                      ;10,76
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;11;ATACADO                                                     ;9,62
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;11;ATACADO                                                     ;9,92
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;11;VAREJO                                                      ;10,29
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;11;VAREJO                                                      ;10,47
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;11;ATACADO                                                     ;10,13
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;11;VAREJO                                                      ;10,92
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;11;ATACADO                                                     ;9,1
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;11;VAREJO                                                      ;10,02
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;11;ATACADO                                                     ;9,5
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;11;VAREJO                                                      ;10,5
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;11;ATACADO                                                     ;9,61
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;8,1
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;9,12
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;11;VAREJO                                                      ;10,06
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;11;ATACADO                                                     ;9,32
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;8,99
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;8,93
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;11;ATACADO                                                     ;9,75
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;11;VAREJO                                                      ;10,18
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;11;VAREJO                                                      ;9,64
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;11;ATACADO                                                     ;8,89
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;9,11
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;8,74
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;11;ATACADO                                                     ;8,6
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;9,38
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;11;ATACADO                                                     ;10,06
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;11;VAREJO                                                      ;10,67
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;11;VAREJO                                                      ;11,07
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;11;ATACADO                                                     ;10,16
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;11;VAREJO                                                      ;11,17
OLEO DE SOJA             ;REFINADO            ;11871;PE        ;NORDESTE       ;2025;11;ATACADO                                                     ;10,2
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;11;VAREJO                                                      ;10,5
OLEO DE SOJA             ;REFINADO            ;11871;PI        ;NORDESTE       ;2025;11;ATACADO                                                     ;9,89
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;11;VAREJO                                                      ;9,09
OLEO DE SOJA             ;REFINADO            ;11871;PR        ;SUL            ;2025;11;ATACADO                                                     ;8,14
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;11;VAREJO                                                      ;9,59
OLEO DE SOJA             ;REFINADO            ;11871;RJ        ;SUDESTE        ;2025;11;ATACADO                                                     ;8,97
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;11;ATACADO                                                     ;9,75
OLEO DE SOJA             ;REFINADO            ;11871;RN        ;NORDESTE       ;2025;11;VAREJO                                                      ;10,41
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;11;VAREJO                                                      ;10,13
OLEO DE SOJA             ;REFINADO            ;11871;RO        ;NORTE          ;2025;11;ATACADO                                                     ;9,69
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;11;VAREJO                                                      ;9,93
OLEO DE SOJA             ;REFINADO            ;11871;RR        ;NORTE          ;2025;11;ATACADO                                                     ;7,99
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;11;ATACADO                                                     ;9,32
OLEO DE SOJA             ;REFINADO            ;11871;RS        ;SUL            ;2025;11;VAREJO                                                      ;9,72
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;11;VAREJO                                                      ;9,71
OLEO DE SOJA             ;REFINADO            ;11871;SC        ;SUL            ;2025;11;ATACADO                                                     ;9,06
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;11;ATACADO                                                     ;9,66
OLEO DE SOJA             ;REFINADO            ;11871;SE        ;NORDESTE       ;2025;11;VAREJO                                                      ;10,07
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;11;ATACADO                                                     ;9,34
OLEO DE SOJA             ;REFINADO            ;11871;SP        ;SUDESTE        ;2025;11;VAREJO                                                      ;9,58
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;11;ATACADO                                                     ;8,74
OLEO DE SOJA             ;REFINADO            ;11871;TO        ;NORTE          ;2025;11;VAREJO                                                      ;10,49
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;12;ATACADO                                                     ;10,27
OLEO DE SOJA             ;REFINADO            ;11871;AC        ;NORTE          ;2025;12;VAREJO                                                      ;10,79
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,21
OLEO DE SOJA             ;REFINADO            ;11871;AL        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,67
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;12;VAREJO                                                      ;10,3
OLEO DE SOJA             ;REFINADO            ;11871;AM        ;NORTE          ;2025;12;ATACADO                                                     ;10,64
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;12;VAREJO                                                      ;10,87
OLEO DE SOJA             ;REFINADO            ;11871;AP        ;NORTE          ;2025;12;ATACADO                                                     ;9,33
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,17
OLEO DE SOJA             ;REFINADO            ;11871;BA        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,5
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,61
OLEO DE SOJA             ;REFINADO            ;11871;CE        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,5
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;7,94
OLEO DE SOJA             ;REFINADO            ;11871;DF        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;8,94
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;12;ATACADO                                                     ;8,83
OLEO DE SOJA             ;REFINADO            ;11871;ES        ;SUDESTE        ;2025;12;VAREJO                                                      ;9,8
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;8,86
OLEO DE SOJA             ;REFINADO            ;11871;GO        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;8,32
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,0
OLEO DE SOJA             ;REFINADO            ;11871;MA        ;NORDESTE       ;2025;12;VAREJO                                                      ;9,58
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;12;VAREJO                                                      ;9,0
OLEO DE SOJA             ;REFINADO            ;11871;MG        ;SUDESTE        ;2025;12;ATACADO                                                     ;8,68
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;8,92
OLEO DE SOJA             ;REFINADO            ;11871;MS        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;8,35
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;9,27
OLEO DE SOJA             ;REFINADO            ;11871;MT        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;8,58
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;12;VAREJO                                                      ;11,04
OLEO DE SOJA             ;REFINADO            ;11871;PA        ;NORTE          ;2025;12;ATACADO                                                     ;10,02
OLEO DE SOJA             ;REFINADO            ;11871;PB        ;NORDESTE       ;2025;12;ATACADO                                                     ;10,16
